url_path,views_total,views_unique
/DesirePathGames/Slay-The-Robot,247,162
/DesirePathGames/Slay-The-Robot/wiki,42,31
/DesirePathGames/Slay-The-Robot/releases/tag/major,25,17
/DesirePathGames/Slay-The-Robot/wiki/Cards,10,6
/DesirePathGames/Slay-The-Robot/blob/main/README.md,8,2
/DesirePathGames/Slay-The-Robot/tree/main/scripts,7,7
/DesirePathGames/Slay-The-Robot/wiki/Card-Picking,7,4
/DesirePathGames/Slay-The-Robot/wiki/Animations,6,6
/DesirePathGames/Slay-The-Robot/tree/main/animations,4,4
/DesirePathGames/Slay-The-Robot/wiki/Data-Management,4,4
