url_path,views_total,views_unique
/DesirePathGames/Slay-The-Robot,223,146
/DesirePathGames/Slay-The-Robot/wiki,40,30
/DesirePathGames/Slay-The-Robot/wiki/Animations,11,10
/DesirePathGames/Slay-The-Robot/releases/tag/major,10,9
/DesirePathGames/Slay-The-Robot/tree/main/scripts,9,9
/DesirePathGames/Slay-The-Robot/issues,9,8
/DesirePathGames/Slay-The-Robot/wiki/Artifacts,9,7
/DesirePathGames/Slay-The-Robot/wiki/Card-Picking,9,7
/DesirePathGames/Slay-The-Robot/wiki/Project-Structure,8,7
/DesirePathGames/Slay-The-Robot/wiki/Cards,7,6
