url_path,views_total,views_unique
/DesirePathGames/Slay-The-Robot,220,145
/DesirePathGames/Slay-The-Robot/wiki,42,30
/DesirePathGames/Slay-The-Robot/wiki/Card-Picking,13,9
/DesirePathGames/Slay-The-Robot/wiki/Animations,12,11
/DesirePathGames/Slay-The-Robot/wiki/Artifacts,12,9
/DesirePathGames/Slay-The-Robot/releases/tag/major,10,9
/DesirePathGames/Slay-The-Robot/wiki/Project-Structure,10,9
/DesirePathGames/Slay-The-Robot/tree/main/scripts,9,9
/DesirePathGames/Slay-The-Robot/issues,9,8
/DesirePathGames/Slay-The-Robot/wiki/Cards,9,7
